CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U55209GA2019PTC013960,PIGGY VENTURES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,6100000.00,5010100.00,2019-05-16,"Flat no F.No. FF 1B, Mapusa Bardez,   Street No. Cunchelim,,MAPUSA,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,55209,Trading
U55209GA2020PTC014237,REKHAS HOTELS AND RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2020-01-15,"Shop No. 303, 3rd Floor,   Reliance Atria, Opp. Gold Star Hotel,,MARGAO,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,55209,Trading
U55209GA2021PTC014933,MYSTICAL ROSES RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-08-29,"H.NO. 93-4, P.NO. L-2/8   MAZAL WADDO, ANJUNA, MAPUSA,BARDEZ,North Goa,Goa,403509-India",Unlisted,Active,goa,Indian,55209,Trading
U56103GA2025PTC017036,JUNOS GELATO PALOLEM PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2025-01-21,"HOUSE NO 159/(PART A),WARD NO.,VIII, BHAGATWADA,Canacona,South Goa,Goa,403702-India",Unlisted,Active,goa,Indian,56103,"Transport, storage and Communications"
U56210GA2023PTC015937,IMPERIA WORLD EVENT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-05-27,"Shed No D2-12 A,Plot No. 52,Tiswadi,North Goa,Goa,403110-India",Unlisted,Active,goa,Indian,56210,"Transport, storage and Communications"
U59112GA2024PTC016898,AERIALSHIFT SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2024-11-04,"H.No.53(96)(2),,Vaddem, Socorro,,Bardez,North Goa,Goa,403501-India",Unlisted,Active,goa,Indian,59112,Business Services
U60210GA1997PTC002264,QUICKWAYS COACHES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,402000.00,1997-01-21,"8, GOSALIA BUILDING,SALGAOCAR CHAMBERS,   MARGAO,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,60210,"Transport, storage and Communications"
U61100GA1996PTC002162,SYNDICATE MARINE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,402000.00,1996-08-20,"B/15, D.N.KOSSAMBEE BLDG.,SWATANTRAPATH,   VASCO DA GAMA,,GOA.,Goa,403802-India",Unlisted,Active,goa,Indian,61100,"Transport, storage and Communications"
U61100GA2010PTC006478,UNIVERSAL COASTAL CARRIERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,50000000.00,30000000.00,2010-08-26,"SO-20, SAPANA TERRACES   SWATANTRA PATH,VASCO DA GAMA,Goa,403802-India",Unlisted,Active,goa,Indian,61100,"Transport, storage and Communications"
U62012GA2024OPC016879,DIVYATI SOFTWARE (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,400000.00,100000.00,2024-10-24,"HOUSE NO. OFFICE NO. 808,,GROUND FLOOR, PATTO AREA,,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,62012,Business Services
U45309GA2016PTC012891,PORGOA CONSTRUCTION HOSPITALITY AND TOURISM PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-05-27,"303/304, BF Habitat, 3rd Floor,   Canca Parra Bypass, Khorlim Xim,,MAPUSA,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,45309,Construction
U45309GA2021PTC015063,DNS BUILDERS AND DEVELOPERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2021-12-08,"HOUSE NO 1/6(2), NAMASWADA   CUNCOLIEM,PONDA,South Goa,Goa,403115-India",Unlisted,Active,goa,Indian,45309,Construction
U45400GA2015PTC007582,WISSEN ENTERPRISES (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2015-01-22,"B10/G3 GROUND FLOOR   MILROC RIBANDAR RETREAT,RIBANDAR,North Goa,Goa,403006-India",Unlisted,Strike Off,goa,Indian,45400,Construction
U70109GA2022PTC015449,JAMSONS ESTATES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-08-04,"SHOP NO. 7 BLOCK G7, MADHUBAN   SHOPING & RESI COMPLEX, ST. INEZ,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,70109,Real Estate and Renting
U45500GA2021PTC016925,ETERNIA VILLAS MAINTENANCE SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2021-11-23,"House No.  SY No. 87/1-C & 87/1,REIS Magos Verem,Bardez,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,45500,Construction
U46102GA2023PTC016115,S.R.L. TRADERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2100000.00,21000.00,2023-08-31,"F- 1, Block E-2,Adwalpalkar Shelter,Tiswadi,North Goa,Goa,403002-India",Unlisted,Active,goa,Indian,46102,Trading
U46308GA2023PTC015858,REGAL SPRIT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,1500000.00,2023-04-07,"S.NO E GF 07 GRD FLOOR,APOLO MARKET COMPLEX,Salcete,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,46308,Trading
U72300GA2000PTC002833,OUREM INFOTECH PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,300000.00,102000.00,2000-03-10,"B-201, AKASH BHAVAN, 2ND FLOOR,   OFF: 18TH JUNE ROAD,,PANAJI,Goa,403001-India",Unlisted,Strike Off,goa,Indian,72300,Business Services
U86900GA2025PTC017044,HEATHER WELLBEING LIFESTYLE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2025-01-23,"HNo. 446/B1,,Voilem Agonda,Canacona,South Goa,Goa,403702-India",Unlisted,Active,goa,Indian,86900,"Community, personal and Social Services"
U86903GA2024PTC016563,DIET HERE NUTRITION CLINIC BY VIVEKA BARROS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,10000.00,2024-04-27,"S2 BLOCK 2 TARCAR RES.,KEVNEM ,CARANZALEM,Tiswadi,North Goa,Goa,403004-India",Unlisted,Active,goa,Indian,86903,"Community, personal and Social Services"
U90002GA2023OPC015982,HALDANKAR CREATIONS (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,100000.00,10000.00,2023-06-22,"SAUNTA WADDO,CALANGUTE,Bardez,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,90002,"Community, personal and Social Services"
U92190GA2011PTC006652,FAIA ENTERTAINMENT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-04-11,"F1/A2, G R Park, 1st Floor,   Per Seraulim, Colva, Salcete,,Colva,Goa,403708-India",Unlisted,Active,goa,Indian,92190,"Community, personal and Social Services"
U92190GA2014PTC007568,MONSOON OPEN WATER PARK PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,100000.00,2014-12-22,"A5-CHALSTON HOTEL   COBRAVADDO,CALANGUTE,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,92190,"Community, personal and Social Services"
U92199GA2004PTC003520,FITNESS ZONE RESORT ENTERPRISES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2004-06-10,"BETHLEHEM NESTDAMON (E) WADA RAIA,   SALCETTE,GOA,Goa,403802-India",Unlisted,Under process of striking off,goa,Indian,92199,"Community, personal and Social Services"
U92410GA2011PTC006568,DELMAR WATER SPORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-01-11,"TITO CLUB, H. No.7/5, Tito's Lane   Saunta Vaddo,Baga, Calangute, Bardez,Calangute,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,92410,"Community, personal and Social Services"
U92413GA2006PTC004920,GOA AQUATIC SPORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2006-12-05,"H.NO.263/1/A-6,  SATAPORIO, MOIRA,MAPUSA,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,92413,"Community, personal and Social Services"
U92419GA2019OPC014012,VELU SURF (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,1000000.00,10000.00,2019-07-05,"PLOT NO 101/3, TAMBDEM, VAL   AGONDA, CANACONA-GOA, AT TAMBDEM BEACH,MARGAO,South Goa,Goa,403702-India",Unlisted,Strike Off,goa,Indian,92419,"Community, personal and Social Services"
U52100GA2007PTC005067,BUSINESS CO-ORDINATORS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,2355970.00,2007-02-05,"H. NO. 239/1,   ALTO-DABOLIM,ALTO DABOLIM,South Goa,Goa,403801-India",Unlisted,Strike Off,goa,Indian,52100,Trading
U52100GA2013PTC007227,KAMAL MAHENDRA TRADING (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-05-14,"SHOP NO. 4, PANCHAYAT BLDG,   ASSOLDA,,QEPEM,South Goa,Goa,403705-India",Unlisted,Strike Off,goa,Indian,52100,Trading
U52100GA2013PTC007277,MACLINES TRADING INDIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,12000000.00,12000000.00,2013-07-19,"666/G, OUR SHADOW   KALVADDO, NAVELIM,SALCETTE,Goa,403707-India",Unlisted,Active,goa,Indian,52100,Trading
U52100GA2019PTC014083,EUMERO DIRESEL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,2019-09-03,"PRIMAVAXE, H. NO. 690, BENAULIM   SALCETE,BENAULIM,South Goa,Goa,403716-India",Unlisted,Active,goa,Indian,52100,Trading
U52241GA2025PTC017205,SAMYAK TRANSPORTATION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2025-04-04,"H. No. 1374, Shop No.2,Bardez,North Goa,Goa,403521-India",Unlisted,Active,goa,Indian,52241,"Transport, storage and Communications"
U74140GA2001PTC002964,RADISUN CONSULTANTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2001-03-16,"404 KAMAT TOWERSPATTO PLAZA   PANAJI,GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74140,Business Services
U74999GA2007PTC005072,DANIM INFRASTRUCTURE AND LOGISTICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,200000.00,200000.00,2007-02-06,"KAMESHWARI, SEBASTIAN D'CUNHA ROAD   AQUEM ALTO,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2007PTC005178,MALABAR COAST PROPERTY MANAGEMENT SERVIC ES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2007-03-26,"122,RIVIERA RESIDENCY,KUDDOS VADDO,   ARPORA,BAEDEZ - GOA,ARPORA,North Goa,Goa,403518-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2010PTC006417,LOTUS JEWELLERY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,2500000.00,2010-06-15,"GROUND FLR, SHOP NO.SH-4,   REVANKAR PLAZA, OPP TEMPO STAND,MARGAO,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2015PTC007600,HUCKSTER RETAIL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,900000.00,2015-02-18,"501, Atria, Court junction Altinh,   Mapusa Bardez,,Mapusa,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2015PTC007654,MAIDEN MEDIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2015-05-28,"37   ST FRANCISCO WADO, ILHAS,ST ESTEVAM,North Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2016PTC007832,PM DHAVLIKAR PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-02-24,"SHOP NO. G-3   PADMASHREE APTS,PONDA,South Goa,Goa,403401-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2016PTC012925,SMARTGOA ADVERTISING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-06-27,"HOUSE NO. 402, A WING,   RIZVI TOWER CAMPAL, ST. INEZ,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2016PTC013027,MYCARGOA ACCESSORIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-10-25,"HOUSE NUMBER 189/13   MADEL, SERNABATIM, COLVA,MARGAO,South Goa,Goa,403708-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2017PTC013436,ANUPAMA GLOBAL INTELLIGENT SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-12-21,"155/B, Survey No 69/1and 70/1   Vimoda, Taluka Pernem,GOA,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013632,WORKSPECTATION TECHNOLOGIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-07-10,"HOUSE No.21/250/A   RAVIRAJ COLONY, NAGALLI HILLS, DONA PAUL,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013689,VALIANT WORKFORCE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-09-17,"H.NO.886,   MAUXI ROAD, VALPOI, BICHOLIM,SATTARI,North Goa,Goa,403506-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013803,VISHWANATH PAI PANANDIKER ADVISORY SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-12-04,"VILLA NO. 22, C D MONSOON MEADOWS   DONGORIM,MAJORDA,South Goa,Goa,403713-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2022PTC015223,CRAFTIC BLENDS RETAIL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,50000.00,2022-04-04,"Flat No. AS2, Tara Complex   Opp. to Bank of India,Sanquelim,North Goa,Goa,403505-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U65999GA1996PLC002180,CHILD SAVINGS AND FINANCE LIMITED,ROC Goa,Company limited by shares,Non-government company,Public,3000000.00,2734000.00,1996-09-03,"ELVIRA APTS, SHOP NO. 3,   NEAR ST. ANDREW'S CHURCH,,VASCO DA GAMA,South Goa,Goa,403802-India",Unlisted,Strike Off,goa,Indian,65999,Finance
U70200GA1990PTC001104,ECO MINING AND CONSTRUCTION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,110000.00,1990-12-31,"3RD FLOOR, PANANDIKER CHAMBERS, M. L. FURTADO ROAD   MARGAO,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,70200,Real Estate and Renting
U70200GA1991PTC001122,SAANIL REALTORS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,200000.00,1991-03-22,"DATTAKRUPA,DURGANANDNAGAR,SANVORDEM,,NA,South Goa,Goa,403706-India",Unlisted,Active,goa,Indian,70200,Real Estate and Renting
U70200GA2008PTC005665,SHATANANDA REAL ESTATE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2008-03-18,"SALGAOCAR HOUSE   OFF DR FRANCISCO LUIS GOMES ROAD,VASCODAGAMA,South Goa,Goa,403802-India",Unlisted,Strike Off,goa,Indian,70200,Real Estate and Renting
U70200GA2008PTC005897,BLUE WAVE REAL ESTATE DEVELOPMENTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2008-09-20,"M/S MAULI ENTERPRISES   199/7, NEAR SWISS CHAPEL, ANGOD,MAPUSA,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,70200,Real Estate and Renting
U70200GA2008PTC005939,YASHKON INFRASTRUCTURE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,0.00,2008-11-11,"CURCA, HOUSE NO. 24   P. O. GOA VELHA,,PANAJI,North Goa,Goa,403108-India",Unlisted,Strike Off,goa,Indian,70200,Real Estate and Renting
U70200GA2023PTC016063,HOARUS CONSULTANCY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,50000.00,2023-08-04,"H. NO. 204, PLOT NO. 39,AMBROSIA, CORPORATE PARKS,Tiswaddi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,70200,"Community, personal and Social Services"
U70200GA2024PTC016592,OCEAN KING DISTILLERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000.00,10000.00,2024-05-13,"House No 20 E 3,Goulloy Nuvem,Salcete,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,70200,"Community, personal and Social Services"
U71200GA2023PTC016267,SHREEANIVED TECHNOLOGIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2023-11-30,"H.NO.262,DHAVLI,Ponda,South Goa,Goa,403401-India",Unlisted,Active,goa,Indian,71200,"Community, personal and Social Services"
U92431GA2005PTC003769,AQUATIC SPORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2005-01-05,"HOUSE NO 216ADANDO CANDOLIM   BARDEZ,GOA,Goa,403515-India",Unlisted,Active,goa,Indian,92431,"Community, personal and Social Services"
U92490GA2019PTC014117,FOLK LIVING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,30000.00,2019-10-11,"Flat No-6, Guru Krupa Appts   New Vaddem, Vasco Da Gama,GOA,South Goa,Goa,403802-India",Unlisted,Active,goa,Indian,92490,"Community, personal and Social Services"
U93000GA2009PTC006182,CLIFFYS EVENT MANAGEMENT SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2009-09-22,"CASA ARRCA   PERXETT GUIRIM,MAPUSA,Goa,403507-India",Unlisted,Strike Off,goa,Indian,93000,"Community, personal and Social Services"
U93000GA2022PTC015100,MINT RULE15 PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-01-03,"HOUSE NO.387, BAMON BHAT   MERCES PANJIM,PANJIM,North Goa,Goa,403005-India",Unlisted,Active,goa,Indian,93000,"Community, personal and Social Services"
U74950GA1988PTC000927,SHIVAMUDRA PACKAGING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,600000.00,382500.00,1988-11-13,"TRUPTI,HOUSE NO. 545/E VODLEMBHAT, TALEIGAO,GOA.,NA,Goa,000000-India",Unlisted,Strike Off,goa,Indian,74950,Business Services
U74950GA1994PTC001695,MENEZES PACKAGING AND PRINTING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,620000.00,1994-11-07,"CMM BUILDING FIRST FLOORRUA DE OUREM   PANAJI,GOA,Goa,403001-India",Unlisted,Active,goa,Indian,74950,Business Services
U74950GA1999PTC002656,SHRAVAN PACKAGING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,200.00,1999-02-10,"T/2 SHABANA CHAMBERSMUNCIPAL MARKET   PANAJI,GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74950,Business Services
L32302GA1995PTC001971,JERRY INDIA ELECTRONICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,110000.00,1995-11-14,"B/8 CHANDRANATH APARTMENTSMAPUSA   BARDEZ,GOA,Goa,403507-India",Listed,Strike Off,goa,Indian,32302,Manufacturing (Machinery and Equipments)
U00003GA1976PTC000270,KALINGA AGRO MARINE PVT LTD,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,0.00,1976-06-21,"GAMBER APARTMENTS,VASCO-DA-GAMA,GOA.,VASCO-DA-GAMA,GOA.,Goa,000000-India",Unlisted,Strike Off,goa,Indian,00003,Others
U00063GA1996PTC002030,ARTHUR SHAW TRADING (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,0.00,1996-02-08,"81, DEFENCE COLONY,ALTO PORVORIM,   BARDEZ, GOA.,BARDEZ, GOA.,Goa,000000-India",Unlisted,Strike Off,goa,Indian,00063,Others
U00069GA2000PTC002894,TRINITY RESTAURANTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,0.00,2000-09-08,"11, SUNSHINE BUILDING,OPP. GEETA BAKERY,   B.G.ROAD,,PANAJI, GOA.,Goa,000000-India",Unlisted,Under process of striking off,goa,Indian,00069,Others
U00071GA1997PTC002410,TRIMURTI ORE CARRIERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,0.00,1997-08-12,"FIRST FLOOR,MELQUIDES BUILDING,   VASCO DA GAMA, GOA.,VASCO DA GAMA, GOA.,Goa,000000-India",Unlisted,Under process of striking off,goa,Indian,00071,Others
U00093GA2006PTC004469,ALLIANCE SPECIALITY PATHLAB PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,1050000.00,2006-02-23,"OF-9,11, FIRST FLOOR,ANANTDHARA BUILDING,   ISIDORIO BAPTISTA ROAD,,MARGAO, GOA 403 601,Goa,000000-India",Unlisted,Strike Off,goa,Indian,00093,Others
