CIN,CompanyName,CompanyROCcode,CompanyCategory,CompanySubCategory,CompanyClass,AuthorizedCapital,PaidupCapital,CompanyRegistrationdate_date,Registered_Office_Address,Listingstatus,CompanyStatus,CompanyStateCode,CompanyIndian/Foreign Company,nic_code,CompanyIndustrialClassification
U65999GA2005PTC004157,MENEZES FOREX PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,2500000.00,2005-10-03,"FLAT NO D-1FALCON RESORTS NAIKA VADDO   CALANGUTE BARDEZ,GOA,Goa,403516-India",Unlisted,Strike Off,goa,Indian,65999,Finance
U67120GA1987PTC000794,SALGAOCAR HOLDINGS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,1987-12-21,"SALGAOCAR CENTRE, E4, MURGAON ESTATE,   OFF AIRPORT ROAD,CHICALIM,South Goa,Goa,403711-India",Unlisted,Active,goa,Indian,67120,Finance
U92419GA2019NPL013928,SENSISTAN TECH ART EXPERIENCE FOUNDATION,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-04-11,"201 301, Shed no Shanta Building, Behind   SBI Zonal Office, Caculo Circle St. Inez,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,92419,"Community, personal and Social Services"
U52100GA2024PTC016479,MARITIME GLOBAL LOGISTICS AND WAREHOUSING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2024-03-20,"804, Gera Imperium Grand,Patto,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,52100,"Transport, storage and Communications"
U52101GA2025PTC017203,SUVARNA BHAIRAV LOGISTICS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2025-04-03,"Plot No.L-2/1,Electronic,City, Verna IDC,Salcete,South Goa,Goa,403722-India",Unlisted,Active,goa,Indian,52101,"Transport, storage and Communications"
U52190GA1995PTC001844,TRADEHALL ENTERPRISES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000.00,1995-05-05,"JOHANSONS PLAZA2ND FLOOR   DONA PAULA,GOA,Goa,403004-India",Unlisted,Under process of striking off,goa,Indian,52190,Trading
U52206GA1998PTC002508,CREST FOODS AND BEVERAGES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,400000.00,400000.00,1998-01-20,"FFO 2A 4TH FLOORRANI PRAMILA ARCADE   PANAJI,GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,52206,Trading
U74140GA2003PTC003222,DEDICATED ACHIEVERS NETWORK MARKETING PR IVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2003-04-22,"13 PATTO CENTRENEAR REGOS HOTEL   PANAJI,GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74140,Business Services
U74140GA2019PTC014061,SENSISTAN MANAGEMENT AND CONSULTING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2019-08-13,"House No. 614/1, Survey No. 56/8, Badem, Village   Assagao, Taluka Bardez,Bardez,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,74140,Business Services
U74210GA2005PTC003829,KADNEKAR ELECTRICALS (GOA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2005-02-10,"SHOP NO 9 GRACE CHURCHESTATE OPP MUNICIPAL GARDEN   MARGAO,GOA,Goa,403601-India",Unlisted,Strike Off,goa,Indian,74210,Business Services
U74210GA2005PTC004156,ONE WORLD PROJECT MANAGEMENT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2005-09-13,"T/10 A1 JAIRAM COMPLEXMALA NEUGINAGAR   PANAJI,GOA,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74210,Business Services
U63910GA2024PTC016448,GN 24X7 PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2024-03-01,"Third Floor, Flat No T-1,,DesaiResidency,Khadpaband,Ponda,South Goa,Goa,403401-India",Unlisted,Active,goa,Indian,63910,Business Services
U65921GA1997PTC002313,KAREKAR FINANCE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5300000.00,2501400.00,1997-04-04,"1ST FLOOR,KAREKAR BUILDING   MAPUSA,GOA,Goa,403507-India",Unlisted,Strike Off,goa,Indian,65921,Finance
U74999GA2005PTC004237,NOMADS TATTOO AND ART SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2005-11-24,"H NO 226ZHOR VADDO   ANJUNA BARDEZ,GOA,Goa,403509-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2006PTC004829,SIGRUN SOFT SKILLS DEVELOPMENT PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-09-13,"A/58   BELLA VISTA,SANGOLDA,Goa,403511-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2008PTC005594,GIM STOCKINVEST PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2008-02-13,"10, MAPUCA TRADE CENTRE,   MOROD,MAPUCA,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2008PTC005884,GOMEGA TRADE AND SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2008-08-29,"HOUSE NO.79   COMBA ALTO,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2009PTC006207,TERRA FIRMA EARTHMOVERS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2009-10-21,"ODXEL VILLA,  ODXEL   NEAR DON BOSCO, P.O. GOA UNIVERSITY, TAL,EIGAO,,PANAJI,Goa,403206-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2012PTC006954,COBRA PROTECTION SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2012-05-24,"5 RAJMAHAL, NEAR MALA LAKE   MALA, PANJIM GOA,PANJIM,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2013PTC007167,RADUGA INTERIOR DECORATORS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-02-19,"House No. 1049/1,   Grand Peddem, Anjuna, Bardez,Anjuna,North Goa,Goa,403509-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2015OPC007773,SHREE SHANTADURGA MARKETING (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2015-12-11,"H NO. 169, KARKCHACHA VELL,   COLVALE, REVODA,BARDEZ,Goa,403513-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2016PTC012940,NAGESH JUNGLE HOLIDAY HOMES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2000000.00,2000000.00,2016-07-11,"SHOP NO 1 & 2, GR FLOOR   NEAR NAGESH GARDEN,MARGAO,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2017NPL013271,PROJECT CONCRETE FUTURES FOUNDATION,ROC Goa,Company limited by shares,Non-government company,Private,1000.00,1000.00,2017-07-05,"PLOT NO. N-4, PH-IV, VIE   VERNA,VERNA,South Goa,Goa,403722-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2017PTC013399,WILDWOLF DETECTIVE AND SECURITY SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-11-16,"SHOP B NO 926-2 G-1,   PUNDALIK NAGAR,,PORVORIM,North Goa,Goa,403521-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013510,FOLK HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-03-28,"VAGATHOR, P.NO.L-1/46-66-4   ANJUNA MAPUSA B,GOA,North Goa,Goa,403509-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013651,ARTISTZON PRODUCTION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-08-02,"C/o Lawrence Marcelino Rodrigues   S/o Marcelino Rodrigues, Dando Harmal,ARAMBOL,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013770,JAALI DESIGNS AND HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-11-05,"HOUSE NO. 400/B,   MUTHAL SADOLXEM,,CANACONA,South Goa,Goa,403702-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2019PTC014180,RUCIM KOZUE HOSPITALITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2019-12-09,"ROOM NO.1   DEUL WADDO,ANJUNA,North Goa,Goa,403509-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2021OPC015069,CONCEPTJAY (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,50000.00,50000.00,2021-12-10,"Plot No A2, Bella Vista Colony, Tiswadi,   Opp Dempo House Nio Donapaula,,Donapaula,North Goa,Goa,403004-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2021PTC014891,LSRP SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,50000.00,2021-07-20,"H. No 922   Pequen Pedem Anjuna,Mapusa,North Goa,Goa,403509-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2022PTC015145,FOLGA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,10000.00,2022-02-10,"HOUSE NO S-1,PLOT NO D-14,   ST-MARYS COLONY,MIRAMAR,,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2022PTC015438,MBM ASSOCIATES PLANNING AND SUSTAINING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2022-08-01,"House No. C/4 253/8 Block- 3 Neugi   Nagar FountainHas Panaji Panjim,Goa,South Goa,Goa,403001-India",Unlisted,Active,goa,Indian,74999,Business Services
U67100GA2014PTC007533,ECO FOREX AND TRAVELS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2700000.00,2700000.00,2014-10-09,"718/11A,Laxmi Apts,GR floor,Pintos Wado,Bardez,North Goa,Goa,403515-India",Unlisted,Active,goa,Indian,67100,Finance
U52100GA2019PTC014114,DAOSIDE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,108480.00,2019-10-10,"House No. 599/C, Plot No. 86/33   Chonsai, Parsem,Pernem,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,52100,Trading
U52205GA2000PTC002895,PASTRY CYBERCAFE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,2000.00,2000-09-11,"H.NO 289,   FERNANDES WADDO, SIOLIM,BARDEZ,North Goa,Goa,403517-India",Unlisted,Strike Off,goa,Indian,52205,Trading
U52208GA1987PTC000716,AGENCY REAL MAPUSA PVT LTD,ROC Goa,Company limited by shares,Non-government company,Private,200000.00,100200.00,1987-03-30,"MASCARENHAS BUILDING3RD FLOOR M G ROAD   PANAJI,GOA,Goa,403001-India",Unlisted,Active,goa,Indian,52208,Trading
U52208GA2023PTC015743,FLYING DRAGON BEVERAGES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,1000000.00,2023-01-16,"House No. 20/E   Gonulloy, Nuvem Salcete,Nuvem,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,52208,Trading
U74140GA2009PTC006076,SHINDE CONSULTANTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2009-05-14,"FLAT NO G 9  C WING AMEY RESIDENCY RAWALNATH NAGAR   CORLIM,CORLIM,Goa,403110-India",Unlisted,Active,goa,Indian,74140,Business Services
U63999GA2024PTC016619,SRIVEDANT BUSINESS VENTURES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2024-05-24,"HOUSE NO 304 MADHALA WADA,ARAMBOL,Pernem,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,63999,Business Services
U64204GA2010PTC006529,COCONUT COMMUNICATION PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,213200.00,2010-11-19,"HOUSE NO. 1098   MAZAL WADDO,ANJUNA,Goa,403509-India",Unlisted,Active,goa,Indian,64204,"Transport, storage and Communications"
U65921GA1992PTC001292,GOSALIA VENTURES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,10000000.00,1992-10-20,"3RD FLOOR  GARDEN VIEW,   PHASE II,MARGAO,Goa,403601-India",Unlisted,Active,goa,Indian,65921,Finance
U74999GA1993PTC001359,UPECA IMPEX PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,1993-05-20,"3RD FLOOR MAHALAKSHMIDR DADA VAIDYA ROAD   PANAJI,GOA,Goa,403001-India",Unlisted,Converted to LLP,goa,Indian,74999,Business Services
U74999GA2007PTC005382,TRACBOARD SYSTEMS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,0.00,2007-07-12,"503/504, COSMOS CENTRE,MAPUSA,North Goa,Goa,403507-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2010PTC006347,DAMODAR INFRASTRUCTURE (INDIA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,14860000.00,343600.00,2010-04-12,"G-1 Plot No. 50, Phase IV ,Verna Industrial Estate   Verna, Goa,Verna,South Goa,Goa,403722-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2011PTC006711,SAANVI MEDICARE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2011-06-29,"MUNJ VLHAR C-1, T-3   HOUSING BOARD ROAD, GOGAL,MARGAO,South Goa,Goa,403601-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2012PTC006912,EDEN SPA AND HOMESTAYS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2012-03-30,"SHOP NO.4 AND 5   MATRUCHAYA, MALBHAT,MARGAO,Goa,403601-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2013PTC007302,KOKKUM SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2013-08-20,"204, EMERALD TOWER, NR. SBI ZONAL OFFICE   M.G.ROAD, ST. INEZ,,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2016PTC012857,MANDOVI WELLNESS AND SPA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-04-20,"First Floor,   Hotel Panjim Residency,,Panjim,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2016PTC012870,JSAND PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2016-04-30,"H.NO.515/5,   VISHWASHAL APT., DHAVLI,,PONDA,North Goa,Goa,403404-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2016PTC013015,CARVALHO BUSINESS SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-10-10,"SHOP N0-3, H.NO. 940   LAXMI APPARTMENTS, BORDA, MARGAO,MARGAO,South Goa,Goa,403602-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2017OPC013210,MANGOA MARKETING (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,5000.00,5000.00,2017-04-25,"65/D, Belloy, Near Carmel College   Salcete, South Goa,Nuvem,South Goa,Goa,403604-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2017PTC013145,BADRINATH KRUPA IT SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-02-15,"S.No.10 AL-AMEEN COMPLEX   CUJIRA, CALAPUR,SANTA CRUZ,North Goa,Goa,403005-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2017PTC013379,HCC NETWORKS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-10-23,"H.NO-172,KHALCHAWADA ARAMBOL PERNAM GOA,   NEAR ARAMBOL POLICE OUT POST,,PANAJI,North Goa,Goa,403524-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2017PTC013404,BLACKLINE VENTURES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-11-20,"G-2   VIKAS CO-OP HOUSING SOCIETY,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013547,LETSAPP CONSULTING SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2018-04-26,"923/155 Opp Maria STD Nr. Village   Panchayat Socorro Socorro Porvorim,PANAJI,North Goa,Goa,403501-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013627,MREEYA LEISURE AND HOLIDAYS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-07-02,"H. NO. 883,   MURMUSHE, TUEM,PERNEM,North Goa,Goa,403512-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013759,VOLGA SAILING & YACHT SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2018-10-29,"H. NO. B290-S5, SAMRAJ RESIDENCY   BETIM,MAPUSA,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2018PTC013816,SHREE MAHALASA TRADE AND TRAVEL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5200000.00,5200000.00,2018-12-18,"H.NO. 448   WADI TALAULI, DURBHAT,,PONDA,North Goa,Goa,403401-India",Unlisted,Strike Off,goa,Indian,74999,Business Services
U74999GA2019OPC014143,OHM SOLAR (OPC) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,One Person Company,100000.00,100000.00,2019-10-31,"House No S/6,H.No.14/1854,Mabai Complex   Near Margao Municipal Garden Salcete,MARGAO,South Goa,Goa,403601-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2019PTC013840,RAAKHAN FORCE SECURITY SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2019-01-15,"FLAT NO. FF3, VENKATESH PRASAD   B WING, BORDEM,BICHOLIM,North Goa,Goa,403504-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2020PTC014379,RESCO SERVICES AND HOSPITALITIES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2020-06-25,"H. NO. 134/A, NAGWADDO,BETALBATIM,South Goa,Goa,403718-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2020PTC014518,TEAM ORANGE SERVICES & MAINTENANCE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2020-10-03,"SH. NO. 284, ART COMPLEX, GAURA VADOO,   CALANGUTE, NORTH GOA,GOA,North Goa,Goa,403516-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2021PTC014782,VIDE ENGINEERING CONSULTANTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,10000.00,2021-04-27,"House No. 578/A, Tikhazen Mayem   Bicholim,Goa,North Goa,Goa,403504-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2021PTC014826,NUTENIQ SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,20000.00,2021-06-01,"HN.13/76 MOROD MAPUSA BARDEZ,,GOA,North Goa,Goa,403507-India",Unlisted,Active,goa,Indian,74999,Business Services
U74999GA2022PTC015357,DISCOVERIES QUINTESSENTIAL PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2022-06-21,"OFFICE NO.414, KAMAT TOWERS,   PATTO PLAZA,,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,74999,Business Services
U67120GA1995PTC001773,JYOTHI CAPITAL SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,2000.00,1995-02-14,"1&1A TIVIM INDUSTRIAL ESTATEKARASAWADA   MAPUSA,GOA,Goa,000000-India",Unlisted,Strike Off,goa,Indian,67120,Finance
U70200GA2008PTC005664,ACHINTYA REAL ESTATE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,100000.00,2008-03-18,"SALGAOCAR HOUSE   OFF DR FRANCISCO LUIS GOMES ROAD,VASCODAGAMA,South Goa,Goa,403802-India",Unlisted,Strike Off,goa,Indian,70200,Real Estate and Renting
U70200GA2017PTC013230,LUGAR REALTY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-05-23,"House No. 814,   Batora,,Curtorim,South Goa,Goa,403709-India",Unlisted,Strike Off,goa,Indian,70200,Real Estate and Renting
U70200GA2024PTC016933,NAVITIDE SOLUTIONS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,300000.00,100000.00,2024-11-20,"Flat No. 3, 2nd Floor,,Lucky Apartments, Vasco,Mormugao,South Goa,Goa,403802-India",Unlisted,Active,goa,Indian,70200,"Community, personal and Social Services"
U71290GA1993PLC001415,CIRCLE FINANCE AND LEASING LIMITED,ROC Goa,Company limited by shares,Non-government company,Public,1000000.00,37000.00,1993-08-13,"NEST OPP TVS SHOWROOMST JOAQUIM ROAD   BORDA MARGAO,GOA,Goa,403601-India",Unlisted,Strike Off,goa,Indian,71290,Real Estate and Renting
U72100GA2017PTC013258,JAMSONS TECH CARE PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2017-06-22,"SHOP NO.7, MADHUBAN COMPLEX,   TAMBDI MATI,,PANAJI,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,72100,Business Services
U72100GA2024PTC016395,JAYAM SUSTAINABILITY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1500000.00,100000.00,2024-02-05,"201, 301, Shanta Building,18th June Road, Panjim,Tiswadi,North Goa,Goa,403001-India",Unlisted,Active,goa,Indian,72100,"Community, personal and Social Services"
U93010GA2018PTC013810,PADMAKARA VENTURES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,450000.00,100000.00,2018-12-13,"F-10   RAMCONS RESIDENCY,BETALBATIM,South Goa,Goa,403713-India",Unlisted,Active,goa,Indian,93010,"Community, personal and Social Services"
U93090GA2016PTC012915,VEIT AND PARTNERS RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2016-06-22,"HOUSE 334   DIVANBAG, AGONDA,CANCONA,South Goa,Goa,403702-India",Unlisted,Strike Off,goa,Indian,93090,"Community, personal and Social Services"
U93090GA2017PTC013220,AMUA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,2017-05-15,"H.NO (186) DEULWADA   HARMAL,HARMAL PERNEM,North Goa,Goa,403512-India",Unlisted,Strike Off,goa,Indian,93090,"Community, personal and Social Services"
U74920GA2006PTC004762,SPACE SECURITY SERVICES PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,0.00,2006-08-04,"S - 2, RAVINDRA - B,   NEAR HOTEL AMEYA, ST. INEZ,PANAJI,North Goa,Goa,403001-India",Unlisted,Strike Off,goa,Indian,74920,Business Services
U74950GA1996PTC002108,RITIKA PACKAGING PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,1000000.00,100000.00,1996-06-06,"PLOT NO 10 & 11SANCOALE INDUSTRIAL ESTATE,   ZUARINAGAR,GOA,Goa,403726-India",Unlisted,Active,goa,Indian,74950,Business Services
U74990GA2009PTC006179,GIRISH AND ROY EXPORTS COMPANY PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,2009-09-11,"GIRISH HOUSE   BEBQUE HOUSE,CURCHOREM,Goa,403706-India",Unlisted,Strike Off,goa,Indian,74990,Business Services
U55101GA1997PTC002445,ALLIANCE TECHNOLOGY AND DEVELOPMENT (IND IA) PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,50000.00,1997-09-26,"C/O C C CHOKSHI & CO C AVTH FLOOR SUYASH COMPLEX   NEAR PASSPOST OFFICE,S V ROAD PANAJI GOA,Goa,403001-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA1997PTC003322,WELL WISHERS HOTELS AND RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,100000.00,100000.00,1997-02-03,"C/o The Zuri Varca, Goa White Sands Resort &Casino   Varca Beach, Varca,,Salcete,South Goa,Goa,403721-India",Unlisted,Amalgamated,goa,Indian,55101,Trading
U55101GA2000PTC002793,LONG ISLAND HOLDINGS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,2500000.00,100000.00,2000-01-19,"G-5-10 RANI PRAMILA ARCADE18TH JUNE ROAD   PANAJI,GOA,Goa,403001-India",Unlisted,Under process of striking off,goa,Indian,55101,Trading
U55101GA2000PTC002815,PLEASURE HOLIDAY RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,1000.00,2000-02-16,"D/3 SILENT RETREATNAIKA VADDO   CALANGUTE BARDEZ,GOA,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2002PTC003075,RED EARTH RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,750000.00,516500.00,2002-02-22,"TITOS H NO 2252SAUNTA VADDO   CALANGUTE BARDEZ,GOA,North Goa,Goa,403516-India",Unlisted,Strike Off,goa,Indian,55101,Trading
U55101GA2002PTC003142,MEDCROFT HOTELS INDIA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,5000000.00,2867200.00,2002-10-04,"HOUSE NO 364/1TEMBIWADDO   CANCONA,GOA,Goa,403702-India",Unlisted,Active,goa,Indian,55101,Trading
U55101GA2004PTC003673,LUNAR MOON RESORTS PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,500000.00,500000.00,2004-11-11,"777/2, MARK VILLA,DANDOSWADDO MANDREM,   PERNEM,GOA,Goa,000000-India",Unlisted,Under process of striking off,goa,Indian,55101,Trading
U55101GA2005PTC004009,GOLDEN SANDS BEACH HOTEL AND SPA PRIVATE LIMITED,ROC Goa,Company limited by shares,Non-government company,Private,10000000.00,100000.00,2005-05-02,"H. NO. 97,DR. A. D'COSTA ROAD   MARGAO,GOA,Goa,403601-India",Unlisted,Active,goa,Indian,55101,Trading
